repo,project,file,kind,name,signature,tags,depends_on,lines,body_hash
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/Protocols/VolunteerService.swift,service,VolunteerService,swift service,#ios #swift #service #volunteering,,247,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/QuickTapCoordinator.swift,service,QuickTapCoordinator,swift service,#ios #swift #service,,107,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/QuickTapDetector.swift,service,QuickTapDetector,swift service,#ios #swift #service,,169,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/Security/CertificatePinningService.swift,service,CertificatePinningService,swift service,#ios #swift #service,,394,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/Security/DeviceIntegrityService.swift,service,DeviceIntegrityService,swift service,#ios #swift #service,,495,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/SignalR/HubEventSender.swift,service,HubEventSender,swift service,#ios #swift #service #realtime,,357,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/SignalR/HubMessageRouter.swift,service,HubMessageRouter,swift service,#ios #swift #service #realtime #messaging,,309,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/SignalR/SignalRTestRunnerBridge.swift,service,SignalRTestRunnerBridge,swift service,#ios #swift #service #realtime,,164,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/SignalR/WatchHubConnection.swift,service,WatchHubConnection,swift service,#ios #swift #service #realtime,,353,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/SOS/SosCorrelationManager.swift,service,SosCorrelationManager,swift service,#ios #swift #service #emergency #emergency,,263,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/SOS/SosTimelineBuilder.swift,service,SosTimelineBuilder,swift service,#ios #swift #service #emergency #emergency #history,,177,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/SosTriggerService.swift,service,SosTriggerService,swift service,#ios #swift #service #emergency,,623,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/Sync/ConnectivityMonitor.swift,service,ConnectivityMonitor,swift service,#ios #swift #service #offline,,128,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/Sync/SyncBackgroundWorker.swift,service,SyncBackgroundWorker,swift service,#ios #swift #service #offline #offline,,155,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/Sync/SyncDispatcher.swift,service,SyncDispatcher,swift service,#ios #swift #service #offline #emergency #offline,,118,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/Sync/SyncEngine.swift,service,SyncEngine,swift service,#ios #swift #service #offline #offline,,349,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/Sync/SyncTask.swift,service,SyncTask,swift service,#ios #swift #service #offline #offline,,185,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/Sync/SyncTaskStore.swift,service,SyncTaskStore,swift service,#ios #swift #service #offline #offline,,230,
TheWatch,TheWatch-iOS,TheWatch-iOS/Services/WatchApiClient.swift,service,WatchApiClient,swift service,#ios #swift #service,,530,
TheWatch,TheWatch-iOS,TheWatch-iOS/Testing/MockTestRunnerDeps.swift,mock,MockTestRunnerDeps,swift mock,#ios #swift,,279,
TheWatch,TheWatch-iOS,TheWatch-iOS/Testing/TestModels.swift,model,TestModels,swift model,#ios #swift,,194,
TheWatch,TheWatch-iOS,TheWatch-iOS/Testing/TestRunnerService.swift,service,TestRunnerService,swift service,#ios #swift,,234,
TheWatch,TheWatch-iOS,TheWatch-iOS/Testing/TestStepExecutor.swift,source,TestStepExecutor,swift source,#ios #swift,,411,
TheWatch,TheWatch-iOS,TheWatch-iOS/TheWatchApp.swift,source,TheWatchApp,swift source,#ios #swift,,125,
TheWatch,TheWatch-iOS,TheWatch-iOS/Utilities/AccessibilityHelpers.swift,source,AccessibilityHelpers,swift source,#ios #swift,,58,
TheWatch,TheWatch-iOS,TheWatch-iOS/Utilities/BackgroundTaskManager.swift,source,BackgroundTaskManager,swift source,#ios #swift,,217,
TheWatch,TheWatch-iOS,TheWatch-iOS/Utilities/Colors.swift,source,Colors,swift source,#ios #swift,,20,
TheWatch,TheWatch-iOS,TheWatch-iOS/Utilities/DeepLinkHandler.swift,source,DeepLinkHandler,swift source,#ios #swift,,316,
TheWatch,TheWatch-iOS,TheWatch-iOS/Utilities/LocationManager.swift,source,LocationManager,swift source,#ios #swift,,230,
TheWatch,TheWatch-iOS,TheWatch-iOS/Utilities/NetworkMonitor.swift,source,NetworkMonitor,swift source,#ios #swift,,24,
TheWatch,TheWatch-iOS,TheWatch-iOS/Utilities/PermissionManager.swift,source,PermissionManager,swift source,#ios #swift,,353,
TheWatch,TheWatch-iOS,TheWatch-iOS/Utilities/PersistenceController.swift,controller,PersistenceController,swift controller,#ios #swift,,143,
TheWatch,TheWatch-iOS,TheWatch-iOS/Utilities/UserPhraseSyncManager.swift,source,UserPhraseSyncManager,swift source,#ios #swift #offline,,93,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/AudioRecordViewModel.swift,viewmodel,AudioRecordViewModel,swift viewmodel,#ios #swift #viewmodel,,108,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/CheckInScheduleViewModel.swift,viewmodel,CheckInScheduleViewModel,swift viewmodel,#ios #swift #viewmodel #scheduling,,127,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/EmailVerifyViewModel.swift,viewmodel,EmailVerifyViewModel,swift viewmodel,#ios #swift #viewmodel,,162,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/EvidenceGalleryViewModel.swift,viewmodel,EvidenceGalleryViewModel,swift viewmodel,#ios #swift #viewmodel #evidence,,121,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/GuardianConsentViewModel.swift,viewmodel,GuardianConsentViewModel,swift viewmodel,#ios #swift #viewmodel #guardreport #gdpr,,246,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/GuestSOSViewModel.swift,viewmodel,GuestSOSViewModel,swift viewmodel,#ios #swift #viewmodel #emergency,,250,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/HistoryViewModel.swift,viewmodel,HistoryViewModel,swift viewmodel,#ios #swift #viewmodel #history,,91,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/HomeViewModel.swift,viewmodel,HomeViewModel,swift viewmodel,#ios #swift #viewmodel,,246,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/Logging/LogViewerViewModel.swift,viewmodel,LogViewerViewModel,swift viewmodel,#ios #swift #viewmodel,,241,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/LoginViewModel.swift,viewmodel,LoginViewModel,swift viewmodel,#ios #swift #viewmodel #auth,,75,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/PhotoCaptureViewModel.swift,viewmodel,PhotoCaptureViewModel,swift viewmodel,#ios #swift #viewmodel,,102,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/ProfileViewModel.swift,viewmodel,ProfileViewModel,swift viewmodel,#ios #swift #viewmodel,,80,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/SignUpViewModel.swift,viewmodel,SignUpViewModel,swift viewmodel,#ios #swift #viewmodel #auth,,149,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/SitrepViewModel.swift,viewmodel,SitrepViewModel,swift viewmodel,#ios #swift #viewmodel,,105,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/TwoFactorViewModel.swift,viewmodel,TwoFactorViewModel,swift viewmodel,#ios #swift #viewmodel #mfa,,248,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/VideoCaptureViewModel.swift,viewmodel,VideoCaptureViewModel,swift viewmodel,#ios #swift #viewmodel,,109,
TheWatch,TheWatch-iOS,TheWatch-iOS/ViewModels/VolunteeringViewModel.swift,viewmodel,VolunteeringViewModel,swift viewmodel,#ios #swift #viewmodel #volunteering,,129,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Auth/EmailVerifyView.swift,view,EmailVerifyView,swift view,#ios #swift #ui #auth,,249,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Auth/GuardianConsentView.swift,view,GuardianConsentView,swift view,#ios #swift #ui #auth #guardreport #gdpr,,347,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Auth/LoginView.swift,view,LoginView,swift view,#ios #swift #ui #auth #auth,,207,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Auth/TwoFactorView.swift,view,TwoFactorView,swift view,#ios #swift #ui #auth #mfa,,300,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/CheckIn/CheckInScheduleView.swift,view,CheckInScheduleView,swift view,#ios #swift #ui #scheduling,,300,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Contacts/ContactsView.swift,view,ContactsView,swift view,#ios #swift #ui,,374,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Diagnostics/LogViewerView.swift,view,LogViewerView,swift view,#ios #swift #ui,,88,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/EULA/EULAManagementView.swift,view,EULAManagementView,swift view,#ios #swift #ui,,81,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/EULA/EULAView.swift,view,EULAView,swift view,#ios #swift #ui,,172,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Evacuation/EvacuationView.swift,view,EvacuationView,swift view,#ios #swift #ui,,398,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Evidence/AudioRecordView.swift,view,AudioRecordView,swift view,#ios #swift #ui #evidence,,160,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Evidence/EvidenceGalleryView.swift,view,EvidenceGalleryView,swift view,#ios #swift #ui #evidence #evidence,,306,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Evidence/PhotoCaptureView.swift,view,PhotoCaptureView,swift view,#ios #swift #ui #evidence,,239,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Evidence/SitrepView.swift,view,SitrepView,swift view,#ios #swift #ui #evidence,,239,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Evidence/VideoCaptureView.swift,view,VideoCaptureView,swift view,#ios #swift #ui #evidence,,174,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/ForgotPassword/ForgotPasswordView.swift,view,ForgotPasswordView,swift view,#ios #swift #ui,,176,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/GuestSOS/GuestSOSView.swift,view,GuestSOSView,swift view,#ios #swift #ui #emergency,,316,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Health/HealthView.swift,view,HealthView,swift view,#ios #swift #ui,,291,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/History/HistoryDetailView.swift,view,HistoryDetailView,swift view,#ios #swift #ui #history #history,,261,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/History/HistoryView.swift,view,HistoryView,swift view,#ios #swift #ui #history #history,,303,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Home/HomeView.swift,view,HomeView,swift view,#ios #swift #ui #home,,260,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Logging/LogViewerView.swift,view,LogViewerView,swift view,#ios #swift #ui,,385,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Login/LoginView.swift,view,LoginView,swift view,#ios #swift #ui #auth #auth,,209,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Notifications/NotificationsView.swift,view,NotificationsView,swift view,#ios #swift #ui #notification,,233,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Permissions/PermissionsView.swift,view,PermissionsView,swift view,#ios #swift #ui #permissions,,411,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Profile/ProfileView.swift,view,ProfileView,swift view,#ios #swift #ui #profile,,336,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/ResetPassword/ResetPasswordView.swift,view,ResetPasswordView,swift view,#ios #swift #ui,,195,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Settings/AccountDeletionView.swift,view,AccountDeletionView,swift view,#ios #swift #ui #settings,,62,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Settings/DataExportView.swift,view,DataExportView,swift view,#ios #swift #ui #settings #gdpr,,59,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Settings/SettingsView.swift,view,SettingsView,swift view,#ios #swift #ui #settings,,471,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/SignUp/SignUpView.swift,view,SignUpView,swift view,#ios #swift #ui #auth #auth,,396,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/SOS/SosCountdownView.swift,view,SosCountdownView,swift view,#ios #swift #ui #emergency #emergency,,468,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/SOS/SosCountdownViewModel.swift,viewmodel,SosCountdownViewModel,swift viewmodel,#ios #swift #ui #emergency #emergency,,239,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Volunteering/AvailabilityScheduleView.swift,view,AvailabilityScheduleView,swift view,#ios #swift #ui #volunteering #scheduling,,307,
TheWatch,TheWatch-iOS,TheWatch-iOS/Views/Volunteering/VolunteeringView.swift,view,VolunteeringView,swift view,#ios #swift #ui #volunteering #volunteering,,288,
TheWatch.Adapters.AWS,TheWatch.Adapters.AWS,./TheWatch.Adapters.AWS/AwsInfrastructureHealthProvider.cs,class,TheWatch.Adapters.AWS.AwsInfrastructureHealthProvider,class AwsInfrastructureHealthProvider : IInfrastructureHealthProvider (4 members),,IInfrastructureHealthProvider,31,
TheWatch.Adapters.AWS,TheWatch.Adapters.AWS,./TheWatch.Adapters.AWS/AwsPortAdapter.cs,class,TheWatch.Adapters.AWS.AwsPortAdapter,class AwsPortAdapter : IAwsPort (2 members),#adapter,IAwsPort,21,
TheWatch.Adapters.AWS,TheWatch.Adapters.AWS,./TheWatch.Adapters.AWS/ServiceCollectionExtensions.cs,class,TheWatch.Adapters.AWS.ServiceCollectionExtensions,class ServiceCollectionExtensions (1 members),,,25,
TheWatch.Adapters.Azure,TheWatch.Adapters.Azure,./TheWatch.Adapters.Azure/AzureInfrastructureHealthProvider.cs,class,TheWatch.Adapters.Azure.AzureInfrastructureHealthProvider,class AzureInfrastructureHealthProvider : IInfrastructureHealthProvider (4 members),,IInfrastructureHealthProvider,31,
TheWatch.Adapters.Azure,TheWatch.Adapters.Azure,./TheWatch.Adapters.Azure/AzureOpenAISwarmAdapter.cs,class,TheWatch.Adapters.Azure.AzureOpenAISwarmAdapter,class AzureOpenAISwarmAdapter : ISwarmPort (23 members),#adapter #swarm,AzureOpenAIClient; ISwarmPort,521,
TheWatch.Adapters.Azure,TheWatch.Adapters.Azure,./TheWatch.Adapters.Azure/AzureOpenAISwarmAgentAdapter.cs,class,TheWatch.Adapters.Azure.AzureOpenAISwarmAgentAdapter,class AzureOpenAISwarmAgentAdapter : ISwarmAgentPort (15 members),#adapter #swarm,AzureOpenAIClient; IContextRetrievalPort?; ISwarmAgentPort,227,
TheWatch.Adapters.Azure,TheWatch.Adapters.Azure,./TheWatch.Adapters.Azure/AzurePortAdapter.cs,class,TheWatch.Adapters.Azure.AzurePortAdapter,class AzurePortAdapter : IAzurePort (3 members),#adapter #guardreport,IAzurePort,29,
TheWatch.Adapters.Azure,TheWatch.Adapters.Azure,./TheWatch.Adapters.Azure/ServiceCollectionExtensions.cs,class,TheWatch.Adapters.Azure.ServiceCollectionExtensions,class ServiceCollectionExtensions (2 members),,,47,
TheWatch.Adapters.Azure.Tests,TheWatch.Adapters.Azure.Tests,./TheWatch.Adapters.Azure.Tests/ModelConnectivityTests.cs,class,TheWatch.Adapters.Azure.Tests.ModelConnectivityTests,class ModelConnectivityTests (9 members),,ITestOutputHelper,208,
TheWatch.Adapters.Azure.Tests,TheWatch.Adapters.Azure.Tests,./TheWatch.Adapters.Azure.Tests/SwarmPresetTests.cs,class,TheWatch.Adapters.Azure.Tests.SwarmPresetTests,class SwarmPresetTests (9 members),#swarm,ITestOutputHelper,219,
TheWatch.Adapters.Azure.Tests,TheWatch.Adapters.Azure.Tests,./TheWatch.Adapters.Azure.Tests/TestConfiguration.cs,class,TheWatch.Adapters.Azure.Tests.TestConfiguration,class TestConfiguration (10 members),,,75,
TheWatch.Adapters.Cloudflare,TheWatch.Adapters.Cloudflare,./TheWatch.Adapters.Cloudflare/CloudflareInfrastructureHealthProvider.cs,class,TheWatch.Adapters.Cloudflare.CloudflareInfrastructureHealthProvider,class CloudflareInfrastructureHealthProvider : IInfrastructureHealthProvider (4 members),,IInfrastructureHealthProvider,31,
TheWatch.Adapters.Cloudflare,TheWatch.Adapters.Cloudflare,./TheWatch.Adapters.Cloudflare/CloudflarePortAdapter.cs,class,TheWatch.Adapters.Cloudflare.CloudflarePortAdapter,class CloudflarePortAdapter : ICloudflarePort (14 members),#adapter #guardreport,ICloudflarePort,137,
TheWatch.Adapters.Cloudflare,TheWatch.Adapters.Cloudflare,./TheWatch.Adapters.Cloudflare/ServiceCollectionExtensions.cs,class,TheWatch.Adapters.Cloudflare.ServiceCollectionExtensions,class ServiceCollectionExtensions (1 members),,,27,
TheWatch.Adapters.GitHub,TheWatch.Adapters.GitHub,./TheWatch.Adapters.GitHub/GitHubInfrastructureHealthProvider.cs,class,TheWatch.Adapters.GitHub.GitHubInfrastructureHealthProvider,class GitHubInfrastructureHealthProvider : IInfrastructureHealthProvider (4 members),#realtime,IInfrastructureHealthProvider,31,
TheWatch.Adapters.GitHub,TheWatch.Adapters.GitHub,./TheWatch.Adapters.GitHub/GitHubPortAdapter.cs,class,TheWatch.Adapters.GitHub.GitHubPortAdapter,class GitHubPortAdapter : IGitHubPort (6 members),#adapter #realtime,IGitHubPort,71,
TheWatch.Adapters.GitHub,TheWatch.Adapters.GitHub,./TheWatch.Adapters.GitHub/ServiceCollectionExtensions.cs,class,TheWatch.Adapters.GitHub.ServiceCollectionExtensions,class ServiceCollectionExtensions (1 members),,,35,
TheWatch.Adapters.Google,TheWatch.Adapters.Google,./TheWatch.Adapters.Google/FirestorePortAdapter.cs,class,TheWatch.Adapters.Google.FirestorePortAdapter,class FirestorePortAdapter : IFirestorePort (3 members),#adapter #guardreport,IFirestorePort,31,
TheWatch.Adapters.Google,TheWatch.Adapters.Google,./TheWatch.Adapters.Google/GoogleInfrastructureHealthProvider.cs,class,TheWatch.Adapters.Google.GoogleInfrastructureHealthProvider,class GoogleInfrastructureHealthProvider : IInfrastructureHealthProvider (4 members),,IInfrastructureHealthProvider,31,
TheWatch.Adapters.Google,TheWatch.Adapters.Google,./TheWatch.Adapters.Google/ServiceCollectionExtensions.cs,class,TheWatch.Adapters.Google.ServiceCollectionExtensions,class ServiceCollectionExtensions (1 members),,,25,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/InfrastructureHealthAggregator.cs,class,TheWatch.Adapters.Mock.InfrastructureHealthAggregator,class InfrastructureHealthAggregator : IInfrastructureHealthPort (6 members),,IEnumerable; IInfrastructureHealthPort,67,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockAlarmSystemPort.cs,class,TheWatch.Adapters.Mock.MockAlarmSystemPort,class MockAlarmSystemPort : IAlarmSystemPort (13 members),#mock,IAlarmSystemPort,94,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockAuditTrail.cs,class,TheWatch.Adapters.Mock.MockAuditTrail,class MockAuditTrail : IAuditTrail (13 members),#audit #mock,IAuditTrail,94,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockAuthPort.cs,class,TheWatch.Adapters.Mock.MockAuthPort,class MockAuthPort : IAuthPort (15 members),#auth #mock,IAuthPort,71,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockAwsAdapter.cs,class,TheWatch.Adapters.Mock.MockAwsAdapter,class MockAwsAdapter : IAwsPort (2 members),#adapter #mock,IAwsPort,53,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockAzureAdapter.cs,class,TheWatch.Adapters.Mock.MockAzureAdapter,class MockAzureAdapter : IAzurePort (3 members),#adapter #mock,IAzurePort,61,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockBlobStoragePort.cs,class,TheWatch.Adapters.Mock.MockBlobStoragePort,class MockBlobStoragePort : IBlobStoragePort (11 members),#mock,IBlobStoragePort,77,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockBuildOutputPort.cs,class,TheWatch.Adapters.Mock.MockBuildOutputPort,class MockBuildOutputPort : IBuildOutputPort (8 members),#mock,IBuildOutputPort,47,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockCCTVAdapter.cs,class,TheWatch.Adapters.Mock.MockCCTVAdapter,class MockCCTVAdapter : ICCTVPort (22 members),#adapter #mock #sensor,ICCTVPort,483,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockCloudflarePort.cs,class,TheWatch.Adapters.Mock.MockCloudflarePort,class MockCloudflarePort : ICloudflarePort (14 members),#guardreport #mock,ICloudflarePort,89,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockContextRetrievalPort.cs,class,TheWatch.Adapters.Mock.MockContextRetrievalPort,class MockContextRetrievalPort : IContextRetrievalPort (7 members),#mock,IContextRetrievalPort,217,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockDataExportAdapter.cs,class,TheWatch.Adapters.Mock.MockDataExportAdapter,class MockDataExportAdapter : IDataExportPort (11 members),#adapter #gdpr #mock,IDataExportPort,433,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockDevWorkPort.cs,class,TheWatch.Adapters.Mock.MockDevWorkPort,class MockDevWorkPort : IDevWorkPort (6 members),#mock,IDevWorkPort,45,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockEgressComputationPort.cs,class,TheWatch.Adapters.Mock.MockEgressComputationPort,class MockEgressComputationPort : IEgressComputationPort (9 members),#mock,IEgressComputationPort,66,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockEmbeddingPort.cs,class,TheWatch.Adapters.Mock.MockEmbeddingPort,class MockEmbeddingPort : IEmbeddingPort (7 members),#mock,IEmbeddingPort,58,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockEmergencyServicesPort.cs,class,TheWatch.Adapters.Mock.MockEmergencyServicesPort,class MockEmergencyServicesPort : IEmergencyServicesPort (18 members),#emergency #mock,IEmergencyServicesPort,207,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockEvidencePort.cs,class,TheWatch.Adapters.Mock.MockEvidencePort,class MockEvidencePort : IEvidencePort (12 members),#evidence #mock,IEvidencePort,137,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockFeatureTrackingPort.cs,class,TheWatch.Adapters.Mock.MockFeatureTrackingPort,class MockFeatureTrackingPort : IFeatureTrackingPort (9 members),#mock,IFeatureTrackingPort,66,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockFirestoreAdapter.cs,class,TheWatch.Adapters.Mock.MockFirestoreAdapter,class MockFirestoreAdapter : IFirestorePort (5 members),#adapter #mock,IFirestorePort,116,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockGitHubAdapter.cs,class,TheWatch.Adapters.Mock.MockGitHubAdapter,class MockGitHubAdapter : IGitHubPort (6 members),#adapter #mock #realtime,IGitHubPort,380,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockGuardReportAdapter.cs,class,TheWatch.Adapters.Mock.MockGuardReportAdapter,class MockGuardReportAdapter : IGuardReportPort (20 members),#adapter #guardreport #mock,IGuardReportPort,382,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockIncidentHistoryAdapter.cs,class,TheWatch.Adapters.Mock.MockIncidentHistoryAdapter,class MockIncidentHistoryAdapter : IIncidentHistoryPort (8 members),#adapter #history #mock,IIncidentHistoryPort,428,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockInfrastructureHealthProvider.cs,class,TheWatch.Adapters.Mock.MockInfrastructureHealthProvider,class MockInfrastructureHealthProvider : IInfrastructureHealthProvider (4 members),#mock,IInfrastructureHealthProvider,69,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockIoTAlertAdapter.cs,class,TheWatch.Adapters.Mock.MockIoTAlertAdapter,class MockIoTAlertAdapter : IIoTAlertPort (23 members),#adapter #mock,IIoTAlertPort,436,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockIoTWebhookAdapter.cs,class,TheWatch.Adapters.Mock.MockIoTWebhookAdapter,class MockIoTWebhookAdapter : IIoTWebhookPort (19 members),#adapter #mock,IIoTAlertPort; IIoTWebhookPort,411,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockNotificationAdapter.cs,class,TheWatch.Adapters.Mock.MockNotificationRegistrationAdapter,class MockNotificationRegistrationAdapter : INotificationRegistrationPort (10 members),#adapter #mock #notification,INotificationRegistrationPort,137,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockNotificationAdapter.cs,class,TheWatch.Adapters.Mock.MockNotificationSendAdapter,class MockNotificationSendAdapter : INotificationSendPort (7 members),#adapter #mock #notification,INotificationSendPort,76,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockNotificationAdapter.cs,class,TheWatch.Adapters.Mock.MockNotificationTrackingAdapter,class MockNotificationTrackingAdapter : INotificationTrackingPort (8 members),#adapter #mock #notification,INotificationTrackingPort,59,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockNotificationAdapter.cs,class,TheWatch.Adapters.Mock.MockSmsAdapter,class MockSmsAdapter : ISmsPort (10 members),#adapter #mock,ISmsPort,126,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockOraclePort.cs,class,TheWatch.Adapters.Mock.MockOraclePort,class MockOraclePort : IOraclePort (9 members),#mock,IOraclePort,59,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockPersonCapabilityPort.cs,class,TheWatch.Adapters.Mock.MockPersonCapabilityPort,class MockPersonCapabilityPort : IPersonCapabilityPort (10 members),#mock,IPersonCapabilityPort,73,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockPhraseDetectionPort.cs,class,TheWatch.Adapters.Mock.MockPhraseDetectionPort,class MockPhraseDetectionPort : IPhraseDetectionPort (8 members),#mock,IPhraseDetectionPort,55,
TheWatch.Adapters.Mock,TheWatch.Adapters.Mock,./TheWatch.Adapters.Mock/MockPhraseMatchingEngine.cs,class,TheWatch.Adapters.Mock.MockPhraseMatchingEngine,class MockPhraseMatchingEngine : IPhraseMatchingEngine (2 members),#mock,IPhraseMatchingEngine,17,
